ra,dec,umag,eu,bmag,eb,vmag,ev,gmag,eg,rmag,er,imag,ei,zmag,ez,kmag,ek,zp_best,zl68_gal,zu68_gal,Origin,SpecRA,SpecDEC,z_spec,Q_f,SpecOrigin,Outlier,I_FWHMArea,Z_FWHMArea,R_FWHMArea,G_FWHMArea
150.05425,2.293657,24.146,0.042,23.561,0.037000000000000005,23.248,0.028,23.707,0.035,22.86,0.023,22.084,0.015,21.725,0.016,20.498,0.013,0.762,0.75,0.78,mag25lim,150.05425,2.293667,0.748,4.0,DEIMOS,0,48,45.0,64.0,45.0
150.05438999999996,1.863052,24.619,0.054000000000000006,24.142,0.05,23.491,0.032,24.135,0.045,23.372,0.03,23.166,0.026,22.86,0.032,22.573,0.078,0.343,0.33,0.36,mag25lim,150.05440359999997,1.863025962,0.3518,4.0,publicSpecZ,0,39,45.0,47.0,45.0
150.05447,2.200008,25.027,0.065,24.496,0.064,23.707,0.037000000000000005,24.474,0.062,23.111,0.027000000000000003,22.169,0.016,21.366,0.013,19.632,0.01,0.916,0.91,0.93,mag25lim,150.05448,2.199982561,0.9365,4.0,publicSpecZ,0,15,20.0,40.0,20.0
150.05455,1.972217,23.45300000000001,0.03,22.891,0.027000000000000003,22.195,0.016,22.88,0.023,21.965,0.015,21.696,0.013,21.402,0.012,20.831,0.016,0.375,0.36,0.39,mag25lim,150.05457719999995,1.97219088,0.3712,4.0,publicSpecZ,0,21,24.0,37.0,24.0
150.0546,1.849469,24.3076,0.0463,23.533,0.0355,23.2847,0.0274,23.6188,0.0325,23.3137,0.0279,23.1263,0.0253,23.076,0.0376,99.0,23.2,0.13,0.1,2.54,Cosmos2006,150.0546246,1.849440368,0.14429492,3.0,publicSpecZ,0,25,27.0,37.0,27.0
150.05461,1.966341,26.704,0.18600000000000005,26.08,0.138,25.324,0.086,25.888,0.123,24.845,0.063,23.925,0.039,23.058000000000003,0.035,20.844,0.016,1.156,1.14,1.17,mag25lim,150.05461100000005,1.966342,1.153,4.0,DEIMOS,0,8,13.0,21.0,13.0
150.05473,2.043567,25.2436,0.0731,24.6133,0.0595,23.889,0.0368,24.6009,0.0526,23.6139,0.032,23.3057,0.0272,23.0639,0.0356,23.0016,0.9112,0.3,0.29,0.3,Cosmos2006,150.054752,2.0435538330000003,0.36097515,2.0,publicSpecZ,0,13,13.0,21.0,13.0
150.05479,2.178284,23.579,0.032,23.126,0.03,22.919,0.024,23.301,0.029,22.501,0.019,22.143,0.016,21.966,0.018000000000000002,21.566,0.031,0.561,0.55,0.57,mag25lim,150.05480500000004,2.178265472,0.5646321,4.0,publicSpecZ,0,26,29.0,42.0,29.0
150.05505,2.701016,24.86,0.064,24.56,0.063,24.635,0.062,24.85,0.066,24.548,0.057,24.048,0.049,23.653,0.067,22.854,0.122,1.108,0.99,1.12,mag25lim,150.05507519999995,2.70101125,0.88937134,2.0,publicSpecZ,0,47,35.0,29.0,35.0
150.05508,2.867019,22.882,0.023,21.767,0.016,21.122,0.01,21.728,0.013,20.914,0.01,20.518,0.01,20.257,0.01,19.772,0.01,0.111,0.1,0.12,mag25lim,150.0550976,2.867003956,0.117405094,4.0,publicSpecZ,0,20,21.0,29.0,21.0
150.05511,1.706495,25.337,0.083,23.854,0.043,22.755,0.022,23.637,0.035,21.993,0.015,21.12,0.01,20.696,0.01,19.598,0.01,0.525,0.51,0.54,mag25lim,150.0551471,1.7064729630000002,0.421,3.0,publicSpecZ,0,14,14.0,22.0,14.0
150.05513,2.326406,25.868,0.106,25.156,0.085,24.797,0.067,25.325,0.092,24.154,0.045,23.522,0.032,23.17,0.043,22.188,0.054000000000000006,0.615,0.59,0.64,mag25lim,150.0551581,2.326378107,0.6012,2.0,publicSpecZ,0,20,27.0,14.0,27.0
150.05521000000005,1.926457,22.912,0.023,22.614,0.024,22.635,0.02,22.798,0.022,22.649,0.021,22.407,0.018000000000000002,22.04,0.019,21.272,0.023,1.393,1.37,1.42,mag25lim,150.05521000000005,1.926457,1.1632181,2.0,publicSpecZ,0,20,19.0,35.0,20.0
150.05536,1.744476,21.70300000000001,0.013,21.006,0.011,20.412,0.01,20.966,0.01,20.284,0.01,19.925,0.01,19.725,0.01,18.989,0.01,0.247,0.24,0.26,mag25lim,150.0553906,1.744478221,0.2482,4.0,publicSpecZ,0,70,58.0,97.0,58.0
150.05563,2.742474,23.9207,0.0386,23.3963,0.033,22.9826,0.0237,23.5644,0.0311,22.6041,0.0194,22.2759,0.0169,22.0867,0.0192,21.8442,0.3877,0.49,0.43,0.52,Cosmos2006,150.0556676,2.742457487,0.47259733,4.0,publicSpecZ,0,21,23.0,34.0,23.0
150.05583,2.586536,24.287,0.046,23.564,0.037000000000000005,23.24,0.028,23.587,0.032,23.1,0.025,22.84800000000001,0.022,22.707,0.031,23.007,0.127,0.056,0.01,0.11,mag25lim,150.0558619,2.586507681,0.14165972,2.0,publicSpecZ,0,8,9.0,13.0,9.0
150.05591,2.4555,27.1819,0.3286,25.9259,0.1212,24.7947,0.0607,25.8499,0.1143,23.9895,0.0385,22.8222,0.0215,22.2756,0.0204,20.6295,0.1503,0.66,0.57,0.73,Cosmos2006,150.05590800000004,2.4555,0.6426,2.0,DEIMOS,0,12,16.0,28.0,16.0
150.05597,2.1298060000000003,23.0091,0.0234,22.407,0.0206,21.7352,0.0128,22.4134,0.0177,21.4825,0.0114,21.1426,0.0095,20.6859,0.0086,19.7857,0.0446,0.33,0.29,0.4,Cosmos2006,150.055984,2.129767,0.3394,4.5,zCOSMOS,0,21,23.0,30.0,23.0
150.05608999999995,2.27127,25.25,0.073,24.517,0.061,24.14,0.046,24.627,0.059,23.622,0.034,22.796,0.022,21.922,0.018000000000000002,20.389,0.012,1.043,1.03,1.09,mag25lim,150.0561174,2.271269448,1.031421,3.0,publicSpecZ,0,14,17.0,21.0,17.0
150.05622,1.530345,23.331,0.029,22.46,0.022,21.697,0.013,22.445,0.019,20.972,0.01,20.256,0.01,19.801,0.01,18.244,0.01,0.532,0.52,0.54,mag25lim,150.05622480000005,1.5303459940000002,0.516488492,4.0,publicSpecZ,0,29,29.0,60.0,29.0
150.05626999999996,2.449056,25.9728,0.13,24.9444,0.0705,23.6845,0.0331,24.6763,0.0547,22.9411,0.0227,21.7896,0.0129,21.2079,0.0109,19.837,0.0664,0.74,0.7,0.77,Cosmos2006,150.05629960000005,2.449051518,0.72256136,4.0,publicSpecZ,0,14,17.0,26.0,17.0
150.05628000000004,2.511336,23.573,0.032,23.085,0.029,22.718000000000004,0.021,23.195,0.027000000000000003,22.217,0.017,21.619,0.012,21.297,0.012,20.433,0.013,0.594,0.58,0.6,mag25lim,150.0563097,2.511321043,0.59493405,4.0,publicSpecZ,0,17,21.0,30.0,21.0
150.05641,2.413387,25.241,0.077,24.725,0.065,24.635,0.057,24.939,0.066,24.8,0.061,24.511,0.055,24.468000000000004,0.106,23.301,0.153,1.14,1.11,1.16,mag25lim,150.05641,2.413387,1.587900043,4.0,publicSpecZ,0,18,16.0,26.0,16.0
150.05668,2.3213310000000003,26.093000000000004,0.118,25.207,0.087,24.023000000000003,0.042,25.03,0.076,23.289,0.028,22.162,0.016,21.564,0.014,20.171,0.01,0.698,0.69,0.71,mag25lim,150.05667,2.321333,0.7290000000000001,3.0,DEIMOS,0,15,17.0,42.0,17.0
150.05674,1.926207,24.773000000000003,0.059,24.55,0.061,24.652,0.059,24.822,0.064,24.789,0.064,24.616,0.06,24.294,0.098,23.595,0.179,1.4280000000000002,1.38,1.48,mag25lim,150.056747,1.926206,1.288,4.0,DEIMOS,0,8,3.0,16.0,3.0
150.05682,2.580284,27.232,0.315,26.288,0.174,25.339,0.099,26.514,0.204,24.733,0.061,23.908,0.041,23.532,0.058,22.512,0.09,0.597,0.57,0.63,mag25lim,150.056824,2.580283,0.574,2.0,DEIMOS,0,12,9.0,12.0,9.0
150.05682,1.583759,26.413,0.183,25.762,0.127,24.645,0.062,25.776,0.125,23.84,0.039,22.636,0.021,21.881,0.017,20.431,0.011,0.8590000000000001,0.85,0.87,mag25lim,150.056824,1.583758,0.861,4.0,DEIMOS,0,13,12.0,20.0,12.0
150.05686,2.4089810000000003,24.92,0.064,24.199,0.05,23.485,0.031,24.24,0.045,23.103,0.025,22.642,0.02,22.276,0.021,21.548,0.034,0.379,0.37,0.39,mag25lim,150.05686,2.4089810000000003,0.361087,2.0,publicSpecZ,0,24,23.0,37.0,23.0
150.05727,2.751539,24.214,0.046,24.053,0.048,24.132,0.049,24.278,0.051,23.794,0.037000000000000005,23.239,0.029,23.01,0.041,22.897,0.14,0.736,0.72,0.75,mag25lim,150.0572949,2.751520044,0.7407675,3.0,publicSpecZ,0,22,23.0,31.0,23.0
150.05742,2.436583,24.56900000000001,0.053,23.962,0.045,23.27,0.028,23.99,0.04,22.945,0.023,22.62,0.02,22.297,0.021,21.672,0.033,0.329,0.32,0.34,mag25lim,150.05745980000003,2.436584875,0.37806433,4.0,publicSpecZ,0,15,21.0,26.0,21.0
150.05773,2.610318,25.617,0.099,24.341,0.055,22.831,0.024,23.94,0.04,22.088,0.015,20.889,0.01,20.402,0.01,19.022,0.01,0.682,0.67,0.69,mag25lim,150.05775590000005,2.610299041,0.68425965,4.0,publicSpecZ,0,15,15.0,31.0,15.0
150.05776,2.363717,23.97300000000001,0.039,23.546,0.037000000000000005,23.55,0.033,23.769,0.037000000000000005,23.612,0.034,23.315,0.029,22.971,0.035,21.818,0.041,1.767,1.48,1.82,mag25lim,150.0577572,2.363644661,1.65320003,4.0,publicSpecZ,0,13,14.0,19.0,14.0
150.05805,1.893169,25.41,0.085,24.673,0.066,24.4,0.052000000000000005,24.699,0.062,24.402,0.051,23.839,0.038,23.358,0.047,21.325,0.025,1.954,1.91,2.02,mag25lim,150.058044,1.893169,1.958,4.0,DEIMOS,0,53,29.0,46.0,29.0
150.05833,2.327713,23.849,0.036000000000000004,23.144,0.03,22.653,0.021,23.179,0.027000000000000003,22.05,0.015,21.336,0.011,20.917,0.01,19.621,0.01,0.629,0.62,0.64,mag25lim,150.058333,2.327722,0.6285,4.0,DEIMOS,0,65,62.0,52.0,62.0
150.05833,2.326066,23.9555,0.0371,23.5868,0.0366,23.4254,0.0298,23.7362,0.0346,23.0331,0.0247,22.5993,0.0197,22.4214,0.0253,22.7094,0.8614,0.59,0.53,0.67,Cosmos2006,150.05833710000005,2.326059098,0.6057127,2.0,publicSpecZ,0,40,39.0,51.0,39.0
150.05834,2.620158,26.2225,0.1548,25.1558,0.0839,24.5799,0.0604,25.2249,0.0936,23.8101,0.0358,22.9004,0.0232,22.4094,0.0243,20.7564,0.1624,0.67,0.59,0.71,Cosmos2006,150.0583563,2.62014097,0.55610925,2.0,publicSpecZ,0,24,25.0,28.0,25.0
150.05837,2.506339,27.4468,0.4126,27.8577,0.5617,26.8552,0.3153,27.5861,0.4873,25.6818,0.1103,25.4697,0.1162,24.8486,0.1792,99.0,23.2,0.72,0.49,1.12,Cosmos2006,150.05837,2.506333,4.02,2.0,DEIMOS,1,21,24.0,50.0,24.0
150.05867,2.838463,23.294,0.029,22.881,0.027000000000000003,22.752,0.022,23.044,0.025,22.507,0.019,22.006,0.015,21.798,0.017,21.177,0.027000000000000003,0.752,0.74,0.76,mag25lim,150.0586825,2.838443585,0.7379,3.0,publicSpecZ,0,19,20.0,33.0,20.0
150.05875,2.401326,22.8474,0.0217,22.2382,0.019,21.8271,0.0134,22.2767,0.0165,21.7465,0.0129,21.5123,0.0114,21.3656,0.0122,21.1062,0.1964,0.2,0.17,0.27,Cosmos2006,150.05875,2.401326,0.2596,4.0,publicSpecZ,0,20,23.0,28.0,23.0
150.05892,2.246552,23.9923,0.0378,23.6212,0.0373,23.2897,0.0277,23.7471,0.0352,23.052,0.0242,22.2677,0.0166,21.7278,0.0158,20.5706,0.0983,0.98,0.84,1.01,Cosmos2006,150.05890630000005,2.246603307,0.9373,3.0,publicSpecZ,0,55,52.0,74.0,52.0
150.05914,2.336065,24.7793,0.0572,24.4238,0.0567,24.3676,0.0524,24.6363,0.0586,23.9126,0.0398,23.4287,0.0315,23.2644,0.0506,99.0,23.2,0.61,0.56,0.71,Cosmos2006,150.0591591,2.336043603,0.6940008000000001,2.0,publicSpecZ,0,18,15.0,36.0,15.0
150.05925,1.997694,22.221,0.017,21.434,0.013,20.637,0.01,21.339,0.011,20.379,0.01,19.934,0.01,19.581,0.01,18.507,0.01,0.272,0.26,0.28,mag25lim,150.0592802,1.997671219,0.2678,4.0,publicSpecZ,0,48,48.0,76.0,48.0
150.05945,1.705726,24.4162,0.051,23.9903,0.0443,23.643,0.0333,24.1312,0.0441,23.2521,0.0267,22.8543,0.023,22.62,0.0271,21.7861,0.3921,0.52,0.48,0.59,Cosmos2006,150.05947969999997,1.705698185,9.9999,0.0,publicSpecZ,0,44,33.0,51.0,33.0
150.05948999999995,1.984908,25.317,0.078,24.94400000000001,0.07400000000000001,24.803,0.066,25.105,0.075,24.427,0.05,23.697,0.035,23.417,0.046,22.978,0.114,0.723,0.71,0.74,mag25lim,150.059494,1.984908,0.731,4.0,DEIMOS,0,11,9.0,14.0,9.0
150.05953,2.597855,24.617,0.056,24.287,0.055,24.00800000000001,0.045,24.392,0.056,23.764,0.036000000000000004,23.063,0.026,22.89,0.035,22.346,0.08199999999999999,0.755,0.74,0.78,mag25lim,150.0595492,2.597829469,0.7705342,2.0,publicSpecZ,0,25,27.0,36.0,27.0
150.05959,2.207298,26.1539,0.1321,25.5375,0.1064,26.0647,0.1723,25.5277,0.1019,24.9757,0.0692,24.9365,0.0754,25.0621,0.2066,99.0,23.2,0.69,0.51,0.69,Cosmos2006,150.0595998,2.207278126,2.298099995,4.0,publicSpecZ,0,16,12.0,43.0,12.0
150.05966999999995,2.6998450000000003,24.6047,0.0557,24.2433,0.051,23.9806,0.0406,24.4184,0.0524,23.8365,0.0366,23.1791,0.0288,22.516,0.0273,21.7177,0.3469,1.02,0.94,1.1,Cosmos2006,150.0597087,2.699791438,1.0882138,2.0,publicSpecZ,0,39,48.0,51.0,48.0
150.05986,2.286598,26.4942,0.1625,24.1615,0.0491,22.9968,0.0243,23.9471,0.0407,22.4331,0.0179,-99.0,-99.0,21.3465,0.0124,21.0929,0.1587,0.14,0.11,0.15,Cosmos2006,150.05986030000003,2.286559,0.33121887,4.0,publicSpecZ,0,12,12.0,11.0,12.0
150.05988,2.8567970000000003,25.3,0.085,24.033,0.048,22.974,0.024,23.88,0.041,22.20300000000001,0.016,21.526,0.012,21.143,0.011,20.255,0.013,0.506,0.49,0.52,mag25lim,150.0599043,2.856783764,0.5106875,4.0,publicSpecZ,0,17,17.0,23.0,17.0
150.0599,1.885053,24.767,0.059,24.402,0.057,24.333,0.05,24.61,0.059,24.495,0.053,24.285,0.05,24.288,0.107,23.474,0.168,1.989,1.92,2.03,mag25lim,150.059906,1.885053,1.818,1.0,DEIMOS,0,10,6.0,18.0,6.0
150.05993999999995,2.84192,24.158,0.044,23.625,0.039,23.02,0.025,23.631,0.035,22.494,0.019,21.436,0.011,20.972,0.01,19.649,0.01,0.738,0.73,0.75,mag25lim,150.0599621,2.841906051,0.73330975,4.0,publicSpecZ,0,14,18.0,31.0,18.0
150.06,2.720653,23.58,0.033,23.151,0.031,22.93,0.024,23.311,0.029,22.746,0.022,22.065,0.016,21.713,0.016,20.974,0.023,0.8340000000000001,0.82,0.86,mag25lim,150.06002990000005,2.72063115,0.8435771000000001,2.0,publicSpecZ,0,25,26.0,36.0,26.0
150.06025,1.557915,21.9435,0.0143,21.4172,0.013,20.7772,0.0082,21.4053,0.011,20.5451,0.0074,20.2126,0.0062,19.8559,0.0056,19.2324,0.0422,0.31,0.3,0.41,Cosmos2006,150.06026819999997,1.557908827,0.344993,4.0,publicSpecZ,0,31,30.0,60.0,30.0
150.06028,2.80695,23.1792,0.0262,22.6326,0.023,22.2711,0.0166,22.8202,0.0221,21.8066,0.0133,21.4247,0.011,21.1576,0.0112,20.5762,0.2022,0.54,0.44,0.57,Cosmos2006,150.06029819999995,2.8069233610000004,0.5012,3.0,publicSpecZ,0,40,36.0,53.0,36.0
150.06051000000005,1.997461,25.01,0.066,23.921,0.044,23.177,0.027000000000000003,23.834,0.037000000000000005,23.126,0.026,22.822,0.022,22.524,0.025,21.963,0.046,0.189,0.18,0.2,mag25lim,150.060523,1.997442742,0.19304292,2.0,publicSpecZ,0,18,20.0,36.0,20.0
150.06073999999995,2.453382,24.726,0.059,24.285,0.052000000000000005,24.191,0.045,24.466,0.051,23.836,0.037000000000000005,23.17,0.026,22.914,0.033,22.573,0.073,0.7290000000000001,0.72,0.74,mag25lim,150.0607678,2.453377365,0.7285,4.0,publicSpecZ,0,11,13.0,20.0,13.0
150.0609,2.822501,23.477,0.031,22.859,0.027000000000000003,22.163,0.016,22.947,0.024,21.837,0.014,21.474,0.011,21.11,0.012,20.34,0.013,0.38,0.37,0.39,mag25lim,150.0609279,2.822481155,0.36917463,4.0,publicSpecZ,0,14,14.0,20.0,14.0
150.06115,2.188422,24.298,0.045,23.952,0.045,23.667,0.035,24.06,0.044,23.416,0.03,22.699,0.022,22.215,0.022,21.32,0.027000000000000003,0.934,0.92,0.94,mag25lim,150.0611711,2.188401681,0.8415359,2.0,publicSpecZ,0,80,83.0,62.0,83.0
150.06141000000005,2.606085,27.187,0.3267,25.192,0.0883,23.8505,0.039,24.9462,0.0724,23.0837,0.025,21.9543,0.0143,21.4606,0.0139,20.2643,0.104,0.61,0.54,0.65,Cosmos2006,150.06143640000005,2.60606784,0.566391,3.0,publicSpecZ,0,11,11.0,18.0,11.0
150.06155,2.379506,25.4592,0.0855,25.0546,0.0747,24.8898,0.0649,25.0684,0.0709,24.70300000000001,0.0565,24.4991,0.0545,24.5353,0.1258,22.5064,0.6662,0.21,1.57,2.11,Cosmos2006,150.0615594,2.379420498,2.082,2.0,publicSpecZ,1,12,14.0,5.0,14.0
150.06172,2.240076,25.789,0.095,25.362,0.09,24.831,0.062,25.65,0.105,24.739,0.058,24.605,0.059,24.476,0.106,24.536,0.39,0.445,0.37,0.46,mag25lim,150.061722,2.240076,0.39,4.0,DEIMOS,0,15,15.0,34.0,15.0
150.06174,1.907276,22.592,0.0193,22.1832,0.0186,22.1158,0.0153,22.3727,0.0175,21.8128,0.0134,21.3786,0.0107,21.2737,0.0118,21.1045,0.2786,0.68,0.6,0.69,Cosmos2006,150.0617426,1.907261016,0.675459,4.0,publicSpecZ,0,47,37.0,72.0,37.0
150.0618,2.421397,24.1074,0.0408,23.4805,0.0342,23.1176,0.0249,23.5695,0.0308,22.6512,0.0199,21.9182,0.0138,21.5598,0.0139,20.636,0.1294,0.69,0.64,0.75,Cosmos2006,150.0618138,2.421378341,0.6893,3.0,publicSpecZ,0,34,35.0,60.0,35.0
150.0619,2.169637,24.007,0.039,23.647,0.039,23.485,0.031,23.859,0.041,23.122,0.026,22.63300000000001,0.021,22.412,0.025,21.785,0.039,0.6579999999999999,0.65,0.67,mag25lim,150.0619163,2.16962296,0.6773,4.0,publicSpecZ,0,9,14.0,21.0,14.0
150.06195,1.524614,24.142,0.043,23.669,0.04,23.375,0.03,23.807,0.037000000000000005,22.977,0.024,22.621,0.021,22.451,0.025,21.909,0.04,0.535,0.52,0.55,mag25lim,150.06196930000004,1.524606383,1.023800015,2.0,publicSpecZ,0,18,16.0,30.0,16.0
150.06208999999996,2.3521810000000003,23.987,0.039,23.803,0.042,23.707,0.035,23.972,0.041,23.693,0.035,23.403,0.03,22.995,0.04,22.438,0.07400000000000001,1.148,1.13,1.16,mag25lim,150.0621115,2.35215558,1.0661771,2.0,publicSpecZ,0,17,19.0,15.0,19.0
150.06216,1.947268,24.5418,0.0519,23.0846,0.0283,22.054,0.0149,22.9433,0.0228,21.3221,0.0106,20.7006,0.0078,20.2725,0.0068,19.2937,0.0504,0.46,0.39,0.47,Cosmos2006,150.06217819999995,1.947253893,0.4402,3.0,publicSpecZ,0,12,13.0,25.0,13.0
150.06216,1.801517,26.3442,0.1709,25.2571,0.0983,24.1108,0.0439,25.1762,0.0799,23.5033,0.0324,22.2617,0.017,21.6648,0.0161,20.1385,0.0807,0.76,0.72,0.83,Cosmos2006,150.0621794,1.801495581,9.9999,0.0,publicSpecZ,0,18,20.0,24.0,20.0
150.0623,2.238632,24.8273,0.0581,24.2954,0.0517,23.9689,0.039,24.4898,0.0524,23.5463,0.031,22.8244,0.022,21.8841,0.0176,20.2765,0.0713,1.22,1.19,1.28,Cosmos2006,150.0623003,2.238606462,1.1675757,4.0,publicSpecZ,0,14,18.0,22.0,18.0
150.06232,2.066042,23.44400000000001,0.03,23.16,0.03,23.174,0.027000000000000003,23.376,0.029,23.096,0.025,22.563,0.019,22.248,0.024,21.652,0.032,0.975,0.96,1.0,mag25lim,150.06232519999998,2.066031671,0.97366947,3.0,publicSpecZ,0,55,58.0,57.0,58.0
150.06242,2.577859,24.751,0.06,24.344,0.056,24.146,0.045,24.517,0.059,23.993,0.041,23.337,0.029,22.956,0.041,22.314,0.073,1.01,1.0,1.02,mag25lim,150.06242,2.577861,1.031,4.0,DEIMOS,0,15,15.0,19.0,15.0
150.06255,2.895683,25.175,0.073,24.834,0.071,24.785,0.061,25.139,0.07400000000000001,24.662,0.056,24.291,0.05,23.605,0.052000000000000005,22.275,0.06,1.352,1.29,1.39,mag25lim,150.062546,2.895683,1.275,3.0,DEIMOS,0,40,31.0,49.0,31.0
150.06265,2.819343,24.7092,0.0597,24.1693,0.0498,23.9584,0.0398,24.3676,0.0482,23.5682,0.032,22.9367,0.0241,22.7864,0.034,99.0,23.2,0.66,0.58,0.7,Cosmos2006,150.0626681,2.819323687,0.6868062,4.0,publicSpecZ,0,20,18.0,24.0,18.0
150.0629,2.594697,24.3262,0.0465,23.9673,0.0452,23.8225,0.0389,24.0602,0.0423,23.6826,0.0343,23.0345,0.025,22.6294,0.0312,22.5876,0.7983,0.9,0.8,1.07,Cosmos2006,150.0629225,2.594680465,0.9433296,2.0,publicSpecZ,0,26,22.0,26.0,22.0
150.06304,1.794414,24.4354,0.0497,24.0736,0.0461,23.9237,0.0387,24.3063,0.0486,23.4768,0.0302,23.0733,0.0253,22.9122,0.0341,22.5005,0.7078,0.7,0.56,0.7,Cosmos2006,150.06303400000004,1.794417,0.5786,4.0,DEIMOS,0,27,40.0,49.0,40.0
150.06314,2.80648,25.006,0.07200000000000001,23.545,0.037000000000000005,22.215,0.017,23.265,0.028,21.447,0.011,20.532,0.01,19.895,0.01,18.592,0.01,0.6,0.59,0.61,mag25lim,150.063161,2.806464902,0.6091,4.0,publicSpecZ,0,16,17.0,27.0,17.0
150.0632,2.615431,25.585,0.0912,24.6568,0.0612,23.9963,0.0393,24.7031,0.059,23.386,0.0282,22.5375,0.0187,22.0844,0.0184,21.1713,0.2044,0.66,0.57,0.69,Cosmos2006,150.06322859999997,2.615427919,0.47175592,3.0,publicSpecZ,0,16,18.0,30.0,18.0
150.06333,1.832791,24.179,0.043,23.409,0.035,22.657,0.021,23.396,0.03,22.271,0.017,21.859,0.014,21.426,0.013,20.578000000000007,0.014,0.38,0.37,0.39,mag25lim,150.0633361,1.832765186,0.3723,4.0,publicSpecZ,0,17,17.0,29.0,17.0
150.06339,2.479606,26.426,0.175,26.243,0.157,25.751,0.124,26.056,0.147,25.276,0.085,24.1,0.046,23.396,0.05,21.815,0.039,0.8490000000000001,0.81,0.87,mag25lim,150.06338,2.479611,0.988,2.0,DEIMOS,0,8,14.0,6.0,14.0
150.06342,2.51981,24.391,0.049,24.097,0.05,24.042,0.044,24.313,0.051,24.088,0.043,23.729,0.037000000000000005,23.464,0.057,23.159,0.134,1.27,1.26,1.28,mag25lim,150.063416,2.5198080000000003,1.464,4.0,DEIMOS,0,8,10.0,20.0,10.0
150.06354,2.701982,23.9722,0.039,23.5982,0.0368,23.3868,0.0291,23.8482,0.0372,23.2627,0.0273,22.9342,0.0242,22.9062,0.037000000000000005,99.0,23.2,0.7,0.53,0.7,Cosmos2006,150.0635494,2.701952374,0.4838824000000001,4.0,publicSpecZ,0,16,17.0,24.0,17.0
150.06356,1.576322,26.395,0.175,25.649,0.119,24.927,0.075,25.613000000000003,0.113,24.57800000000001,0.058,23.522,0.036000000000000004,22.95300000000001,0.038,21.365,0.024,0.867,0.84,0.89,mag25lim,150.063553,1.576325,0.884,4.0,DEIMOS,0,12,13.0,19.0,13.0
150.06358999999995,2.426956,24.9194,0.0639,24.3608,0.0524,24.3604,0.0474,24.5389,0.0509,24.5133,0.0512,24.5651,0.0568,24.9124,0.1613,22.7857,0.938,2.24,2.13,2.36,Cosmos2006,150.0636694,2.4269591,2.5154,4.0,publicSpecZ,0,7,21.0,18.0,21.0
150.06367,2.1728,24.07,0.04,23.642,0.038,23.381,0.03,23.8,0.037000000000000005,23.162,0.026,22.382,0.018000000000000002,21.934,0.018000000000000002,20.828000000000007,0.017,0.8590000000000001,0.85,0.91,mag25lim,150.0636819,2.172795073,0.8300383,3.0,publicSpecZ,0,40,38.0,46.0,38.0
150.06368,2.47648,27.524,0.408,26.663,0.209,26.268,0.18,26.624,0.207,25.584,0.103,24.764,0.068,23.714,0.066,21.698,0.035,1.129,1.11,1.18,mag25lim,150.063675,2.47648,1.257,1.0,DEIMOS,0,21,33.0,21.0,33.0
150.06385,2.3120700000000003,24.808000000000003,0.058,24.31,0.054000000000000006,24.062,0.044,24.423,0.053,23.69,0.036000000000000004,22.924,0.024,22.606,0.028,21.558000000000003,0.031,0.735,0.72,0.75,mag25lim,150.06386730000003,2.312040737,0.6857786,2.0,publicSpecZ,0,28,30.0,41.0,30.0
150.06415,2.409612,24.582,0.053,24.032,0.046,23.452,0.03,24.102,0.042,23.157,0.026,22.192,0.016,21.588,0.014,20.228,0.011,0.8859999999999999,0.85,0.9,mag25lim,150.0641749,2.409599678,0.83471406,2.0,publicSpecZ,0,35,27.0,39.0,27.0
150.0646,2.371258,22.436,0.018000000000000002,21.709,0.015,20.87,0.01,21.672,0.013,20.508000000000006,0.01,20.055,0.01,19.647,0.01,18.647,0.01,0.353,0.34,0.36,mag25lim,150.0646282,2.37123146,0.3433895,4.0,publicSpecZ,0,45,51.0,73.0,51.0
150.06462,2.379094,26.2631,0.1436,24.9004,0.0685,23.8984,0.0369,24.7816,0.0596,23.3322,0.0274,22.7502,0.0207,22.4561,0.0238,21.747,0.3431,0.32,0.29,0.4,Cosmos2006,150.06464519999997,2.379069161,0.35660163,3.0,publicSpecZ,0,17,18.0,24.0,18.0
150.06473,2.628421,25.124,0.073,24.35,0.055,23.787,0.037000000000000005,24.469,0.053,23.152,0.026,22.234,0.017,21.752,0.016,19.869,0.01,0.705,0.69,0.72,mag25lim,150.0647365,2.628393398,0.6706213000000001,2.0,publicSpecZ,0,46,41.0,56.0,41.0
150.0648,2.653608,24.2582,0.0452,24.0182,0.0515,23.6479,0.0379,24.0213,0.0518,23.2174,0.0293,22.2472,0.018000000000000002,21.7459,0.02,19.7907,0.0573,1.01,0.98,1.07,Cosmos2006,150.06478280000005,2.65355464,0.8973293999999999,3.0,publicSpecZ,0,24,21.0,25.0,21.0
150.06485,2.571309,24.45300000000001,0.051,23.976,0.046,23.733,0.036000000000000004,24.154,0.044,23.31900000000001,0.028,22.711,0.021,22.459,0.025,21.673,0.042,0.677,0.66,0.69,mag25lim,150.06483,2.5713060000000003,0.675,4.0,DEIMOS,0,38,41.0,46.0,41.0
150.06517,1.7838580000000002,22.9464,0.0229,22.4251,0.0208,21.7947,0.0132,22.4228,0.0178,21.5542,0.0118,21.2857,0.0102,20.9725,0.0098,20.9624,0.1591,0.4,0.33,0.41,Cosmos2006,150.06517,1.7838889999999998,0.3676,4.0,DEIMOS,0,65,62.0,114.0,62.0
