ra,dec,umag,eu,bmag,eb,vmag,ev,gmag,eg,rmag,er,imag,ei,zmag,ez,kmag,ek,zp_best,zl68_gal,zu68_gal,Origin,SpecRA,SpecDEC,z_spec,Q_f,SpecOrigin,Outlier,I_FWHMArea,Z_FWHMArea,R_FWHMArea,G_FWHMArea
149.86823,2.675697,22.759,0.022,22.128,0.019,21.442,0.011,22.2,0.017,21.078000000000007,0.01,20.697,0.01,20.344,0.01,19.49,0.01,0.4,0.39,0.41,mag25lim,149.8682601,2.675677409,0.414,4.0,publicSpecZ,0,33,33.0,46.0,33.0
149.86824,2.167288,25.234,0.08,24.665,0.065,24.669,0.059,24.963,0.069,24.305,0.046,23.686,0.035,22.997,0.034,21.229,0.021,1.357,1.29,1.4,mag25lim,149.86825259999995,2.167250479,1.4154,4.0,publicSpecZ,0,24,26.0,37.0,26.0
149.86843000000005,2.572646,22.8973,0.0227,22.5289,0.0218,22.4684,0.0181,22.7752,0.0211,22.4014,0.0175,22.1214,0.0153,21.6541,0.0145,21.1805,0.1868,1.1,1.06,1.2,Cosmos2006,149.86842,2.572639,1.188,4.0,DEIMOS,0,23,21.0,29.0,21.0
149.86851,1.951,22.073,0.016,21.66,0.015,21.232,0.01,21.719,0.013,21.131,0.01,20.994,0.01,20.674,0.01,20.231,0.01,0.328,0.32,0.34,mag25lim,149.86852969999995,1.950972051,0.32865,4.0,publicSpecZ,0,45,50.0,54.0,50.0
149.86886,2.510537,24.2815,0.0475,23.922,0.0429,23.6129,0.0324,24.0806,0.0411,23.1835,0.0258,22.8349,0.0219,22.6718,0.029,22.3276,0.5019,0.57,0.5,0.58,Cosmos2006,149.8688855,2.510521769,0.5415083,2.0,publicSpecZ,0,29,34.0,38.0,34.0
149.8689,2.13019,23.161,0.026,22.84,0.026,22.785,0.022,23.014,0.025,22.72300000000001,0.021,22.4,0.018000000000000002,22.018,0.018000000000000002,21.384,0.024,1.185,1.17,1.2,mag25lim,149.8689,2.130129,1.178,4.0,DEIMOS,0,16,18.0,23.0,18.0
149.86897,2.727549,25.176,0.091,24.378,0.056,23.881,0.038,24.41800000000001,0.051,23.347,0.029,22.593000000000004,0.02,22.119,0.02,20.516,0.016,0.706,0.69,0.72,mag25lim,149.8690104,2.72755958,0.5633762,2.0,publicSpecZ,0,23,25.0,28.0,25.0
149.8691,2.691753,24.462,0.055,23.732,0.04,22.986,0.024,23.679,0.034,22.791,0.022,22.442,0.018000000000000002,22.227,0.021,21.572,0.039,0.281,0.27,0.29,mag25lim,149.8691214,2.691741479,0.28866088,2.0,publicSpecZ,0,45,45.0,42.0,45.0
149.86915,2.779628,24.43,0.059,23.57800000000001,0.038,23.093000000000004,0.025,23.66800000000001,0.034,22.802,0.022,21.955,0.015,21.428,0.013,19.785,0.01,0.918,0.91,0.93,mag25lim,149.8691582,2.77963128,0.8101888,3.0,publicSpecZ,0,29,30.0,38.0,30.0
149.86917,2.608427,23.454,0.031,23.225,0.032,23.377,0.029,23.505,0.031,23.429,0.03,23.275,0.028,22.914,0.034,22.817,0.113,1.17,1.16,1.18,mag25lim,149.8691869,2.608414106,1.1483419,2.0,publicSpecZ,0,14,12.0,23.0,12.0
149.86924,2.065584,27.7867,0.5331,26.023000000000003,0.1364,25.5981,0.1064,26.0788,0.1438,24.4265,0.0496,23.1247,0.0252,22.1131,0.0185,20.0021,0.0658,1.26,1.22,1.32,Cosmos2006,149.869247,2.065586,1.217,11.0,DEIMOS,0,18,23.0,15.0,23.0
149.86933,1.758409,23.029,0.025,22.146,0.019,21.612,0.012,22.155,0.016,21.466,0.012,21.185,0.01,20.981,0.01,20.518,0.012,0.183,0.17,0.2,mag25lim,149.8693395,1.758377338,0.1885,2.0,publicSpecZ,0,34,34.0,46.0,36.0
149.86964,1.81369,24.781,0.063,24.146,0.051,23.739,0.037000000000000005,24.256,0.051,23.238000000000003,0.028,22.435,0.018000000000000002,22.015,0.02,20.638,0.013,0.752,0.74,0.76,mag25lim,149.8696548,1.813655085,0.7749,2.0,publicSpecZ,0,15,16.0,27.0,16.0
149.86966,2.143886,23.2828,0.0272,22.9256,0.0262,22.6953,0.0202,23.1175,0.0248,22.3538,0.0171,22.087,0.0149,21.9844,0.017,21.6898,0.3171,0.56,0.47,0.58,Cosmos2006,149.8696804,2.143865579,0.52359563,4.0,publicSpecZ,0,32,28.0,49.0,28.0
149.87045,1.946926,99.0,28.7,27.3917,0.392,26.2336,0.1921,26.292,0.16899999999999998,25.6158,0.1093,24.8709,0.0738,24.9576,0.1879,23.159,1.1619,0.6,0.38,2.84,Cosmos2006,149.870453,1.946917,3.77,1.0,DEIMOS,1,15,49.0,20.0,49.0
149.87048,2.65095,23.517,0.032,23.236,0.032,23.027,0.024,23.409,0.03,22.892,0.023,22.179,0.016,21.738000000000003,0.015,20.87,0.02,0.987,0.98,1.0,mag25lim,149.87048810000005,2.650930104,1.0618258,2.0,publicSpecZ,0,61,52.0,60.0,52.0
149.87082,1.882791,28.713,1.284,27.479,0.469,26.284,0.207,27.666,0.638,25.45300000000001,0.102,24.211,0.05,23.989,0.085,23.57800000000001,0.177,4.668,4.6,4.72,mag25lim,149.87081899999995,1.882792,4.606,3.0,DEIMOS,0,5,14.0,26.0,14.0
149.87114,1.896899,22.076,0.016,21.163,0.012,20.842,0.01,21.202,0.01,20.774,0.01,20.56,0.01,20.398,0.01,20.157,0.01,0.108,0.1,0.12,mag25lim,149.87117890000005,1.896879793,0.1328,3.0,publicSpecZ,0,40,48.0,47.0,48.0
149.87135,2.29449,24.611,0.056,23.813,0.042,23.389,0.029,23.829,0.037000000000000005,23.191,0.026,22.928,0.023,22.727,0.029,22.409,0.062,0.179,0.17,0.19,mag25lim,149.8713763,2.294458345,0.04052164,2.0,publicSpecZ,0,23,23.0,32.0,23.0
149.8715,2.160327,27.4093,0.325,25.9434,0.1151,25.0228,0.0635,25.9656,0.1152,24.5818,0.0501,24.1291,0.0402,23.7789,0.0482,23.6219,1.1147,0.1,0.08,0.33,Cosmos2006,149.871506,2.1603220000000003,0.253,9.0,DEIMOS,0,14,22.0,33.0,22.0
149.8716,2.606691,26.1973,0.1699,25.4082,0.0944,24.4568,0.0515,25.4356,0.0913,23.7147,0.0334,22.52,0.0189,21.8565,0.0163,20.4785,0.1035,0.85,0.8,0.94,Cosmos2006,149.87161709999995,2.606674763,0.74474084,2.0,publicSpecZ,0,17,19.0,25.0,19.0
149.87166000000005,2.245153,24.584,0.055,24.299,0.053,24.241,0.046,24.517,0.055,24.024,0.04,23.335,0.029,23.003,0.035,22.468000000000004,0.068,0.8220000000000001,0.81,0.85,mag25lim,149.8716929,2.245141346,1.1202207,2.0,publicSpecZ,0,28,30.0,23.0,30.0
149.8717,1.873554,23.818,0.037000000000000005,23.572,0.038,23.592,0.033,23.779,0.037000000000000005,23.616,0.034,23.053,0.025,22.796,0.033,22.373,0.061,0.95,0.94,0.96,mag25lim,149.8717275,1.873523696,0.96079683,2.0,publicSpecZ,0,25,29.0,29.0,29.0
149.87253,2.224555,23.0598,0.0245,22.4206,0.0207,21.7785,0.013,22.4285,0.0177,21.5548,0.0118,21.2734,0.0101,20.968000000000004,0.0097,20.6079,0.0993,0.31,0.27,0.37,Cosmos2006,149.8725437,2.224532205,0.30279213,4.0,publicSpecZ,0,60,88.0,111.0,88.0
149.87283,1.764945,23.352,0.029,22.514,0.022,22.264,0.017,22.61,0.02,22.184,0.016,21.954,0.015,21.799,0.016,21.669,0.03,0.07,0.06,0.08,mag25lim,149.87286730000002,1.764930252,0.0919,9.0,publicSpecZ,0,48,38.0,58.0,38.0
149.87303,2.521961,24.501,0.055,23.791,0.042,23.263,0.028,23.895,0.04,22.832,0.022,22.046,0.015,21.68,0.015,20.531,0.013,0.737,0.72,0.75,mag25lim,149.873052,2.52193448,0.7145187,2.0,publicSpecZ,0,31,31.0,42.0,31.0
149.87316,2.7656400000000003,22.388,0.019,21.462,0.014,21.125,0.01,21.585,0.012,21.064,0.01,20.845,0.01,20.661,0.01,20.497,0.015,0.121,0.11,0.13,mag25lim,149.8731795,2.765628832,0.054632355,3.0,publicSpecZ,0,82,80.0,81.0,80.0
149.87351999999996,2.160084,99.0,28.7,26.6608,0.1978,25.8986,0.127,26.6206,0.2113,25.2964,0.0803,24.979,0.0729,25.1073,0.1845,99.0,23.2,0.53,0.41,0.6,Cosmos2006,149.87351999999996,2.160081,3.76,2.0,DEIMOS,1,10,5.0,5.0,5.0
149.87361,1.747738,24.9934,0.0734,24.4608,0.0564,24.3113,0.0476,24.6641,0.0576,24.0482,0.0406,23.3878,0.0311,22.7809,0.0306,20.8211,0.1279,1.54,1.45,1.65,Cosmos2006,149.87362109999995,1.747715425,1.4436,4.0,publicSpecZ,0,30,19.0,37.0,19.0
149.87366,2.668531,24.721,0.062,24.266,0.053,23.838,0.037000000000000005,24.41,0.051,23.54300000000001,0.031,23.084,0.026,22.515,0.025,21.159,0.027000000000000003,1.149,1.14,1.16,mag25lim,149.87366,2.668531,1.2989,9.0,publicSpecZ,0,39,25.0,35.0,25.0
149.874,2.710571,23.7764,0.0373,23.015,0.0275,22.1868,0.0159,22.9633,0.023,21.8382,0.0135,21.2993,0.0104,20.8494,0.0094,19.8055,0.0518,0.33,0.29,0.41,Cosmos2006,149.8740289,2.710550869,0.31843713,3.0,publicSpecZ,0,18,18.0,27.0,18.0
149.87407,2.448872,22.91800000000001,0.024,22.544,0.023,22.423,0.018000000000000002,22.724,0.021,22.16,0.016,21.625,0.012,21.405,0.013,20.747,0.015,0.812,0.73,0.82,mag25lim,149.8740977,2.448861008,0.65161794,4.0,publicSpecZ,0,51,45.0,66.0,45.0
149.87412,1.592094,22.086,0.016,21.822,0.016,21.922,0.014,22.038,0.015,21.746,0.013,21.652,0.013,21.081,0.011,21.281,0.022,0.728,0.72,0.74,mag25lim,149.87412709999995,1.592088728,0.758662,4.0,publicSpecZ,0,16,15.0,19.0,15.0
149.87431999999995,2.213312,23.873,0.038,23.609,0.038,23.641,0.033,23.834,0.037000000000000005,23.61,0.032,23.323,0.028,22.908,0.032,22.351,0.061,1.224,1.21,1.23,mag25lim,149.8743439,2.21328882,1.1545992,3.0,publicSpecZ,0,27,33.0,37.0,25.0
149.875,2.49276,24.0328,0.0419,23.6871,0.0379,23.5356,0.0312,23.8873,0.0374,23.3978,0.0287,22.7015,0.0206,22.3115,0.0226,21.4952,0.2374,0.88,0.8,1.04,Cosmos2006,149.8750414,2.49273566,1.009597,2.0,publicSpecZ,0,33,33.0,55.0,33.0
149.87516000000005,2.202025,24.364,0.049,23.937,0.044,23.938,0.039,24.129,0.043,23.912,0.038,23.78,0.036000000000000004,23.52,0.049,22.885,0.096,1.457,1.4,1.51,mag25lim,149.8751875,2.20199511,1.0581075,2.0,publicSpecZ,0,9,19.0,18.0,19.0
149.8755,2.4714080000000003,24.634,0.06,24.44,0.059,24.395,0.054000000000000006,24.637,0.067,24.327,0.05,23.699,0.037000000000000005,23.363000000000003,0.05,22.923,0.116,1.013,1.0,1.03,mag25lim,149.875504,2.4714080000000003,1.004,3.0,DEIMOS,0,26,23.0,27.0,23.0
149.87593,1.882832,24.004,0.041,23.643,0.039,23.535,0.032,23.824,0.038,23.219,0.027000000000000003,22.713,0.021,21.899,0.018000000000000002,20.309,0.011,1.336,1.31,1.36,mag25lim,149.8759409,1.882803858,9.9999,0.0,publicSpecZ,0,26,39.0,47.0,39.0
149.87611,2.072721,23.2332,0.0265,22.5341,0.0218,22.0994,0.0151,22.6115,0.0195,21.6162,0.0121,20.9084,0.0085,20.5624,0.0078,19.5311,0.0421,0.66,0.58,0.7,Cosmos2006,149.87613290000004,2.072714635,0.687,4.0,publicSpecZ,0,56,53.0,67.0,53.0
149.87625,2.794695,23.702,0.039,22.943,0.028,22.171,0.016,22.96,0.024,21.618,0.012,21.101,0.01,20.737,0.01,19.852,0.01,0.429,0.42,0.44,mag25lim,149.8762666,2.794651242,0.4283,2.0,publicSpecZ,0,15,16.0,29.0,16.0
149.87636,2.648948,24.126,0.044,23.84,0.042,23.602,0.033,24.021,0.041,23.427,0.03,22.966,0.024,22.546,0.025,21.65,0.037000000000000005,1.115,1.1,1.13,mag25lim,149.8763801,2.648933782,1.1167,9.0,publicSpecZ,0,30,30.0,46.0,30.0
149.87645,2.884447,24.018,0.047,23.741,0.041,23.355,0.029,23.905,0.039,23.018,0.024,22.358,0.018000000000000002,21.609,0.015,19.988,0.01,1.183,1.17,1.19,mag25lim,149.87645,2.884447,1.179,4.0,DEIMOS,0,63,60.0,77.0,60.0
149.8765,2.654575,23.268,0.028,22.923,0.027000000000000003,22.832,0.022,23.111,0.026,22.566,0.019,22.123,0.016,21.977,0.018000000000000002,21.343000000000004,0.03,0.6559999999999999,0.65,0.67,mag25lim,149.87652649999995,2.6545597990000003,0.6959,4.0,publicSpecZ,0,28,30.0,35.0,30.0
149.87671,2.476563,25.1703,0.0862,24.4087,0.0554,23.4942,0.0305,24.3103,0.0504,22.8345,0.022,21.8075,0.0132,21.3304,0.0124,19.7669,0.0512,0.71,0.64,0.73,Cosmos2006,149.8767542,2.476551033,0.5601841999999999,3.0,publicSpecZ,0,30,30.0,32.0,30.0
149.87691,2.2213700000000003,24.278,0.047,23.465,0.035,22.906,0.023,23.537,0.032,22.226,0.017,21.557,0.012,21.111,0.011,19.729,0.01,0.584,0.57,0.59,mag25lim,149.87691740000002,2.221331545,0.57054186,4.0,publicSpecZ,0,30,38.0,60.0,38.0
149.87702,1.878304,24.6485,0.0593,24.4743,0.0571,24.4233,0.0511,24.635,0.0575,24.3554,0.0486,23.8064,0.0373,23.5867,0.0586,23.0447,1.0019,1.02,0.89,1.08,Cosmos2006,149.877029,1.878289,0.937,4.0,DEIMOS,0,16,15.0,13.0,15.0
149.8771,2.467083,24.096,0.044,23.556,0.037000000000000005,22.95300000000001,0.024,23.577,0.033,22.773000000000003,0.022,22.488000000000003,0.019,22.267,0.023,21.647,0.032,0.315,0.3,0.33,mag25lim,149.8771324,2.467051698,0.470869,2.0,publicSpecZ,0,22,20.0,29.0,20.0
149.8773,2.812725,27.91,1.093,26.756,0.233,26.009,0.14300000000000002,27.175,0.359,25.183000000000003,0.08,24.309,0.055,23.904,0.078,23.102,0.136,0.721,0.69,0.75,mag25lim,149.877304,2.812722,0.65,1.0,DEIMOS,0,10,48.0,42.0,48.0
149.87745,2.878585,24.421,0.062,24.044,0.048,23.88300000000001,0.039,24.284,0.049,23.69400000000001,0.034,23.131,0.027000000000000003,22.512,0.027000000000000003,21.231,0.027000000000000003,1.107,1.1,1.12,mag25lim,149.87745,2.878585,1.101,4.0,DEIMOS,0,13,15.0,14.0,15.0
149.87748,1.816504,24.468000000000004,0.054000000000000006,23.595,0.038,23.189,0.027000000000000003,23.612,0.034,23.07800000000001,0.025,22.782,0.022,22.607,0.029,22.655,0.075,0.104,0.09,0.12,mag25lim,149.8774742,1.816482293,0.1234,4.0,publicSpecZ,0,21,24.0,32.0,21.0
149.87757,1.785114,22.754,0.022,22.22300000000001,0.02,21.872,0.014,22.294,0.017,21.767,0.013,21.643,0.012,21.528,0.014,21.242,0.021,0.265,0.25,0.27,mag25lim,149.877579,1.7851169999999998,0.2665,4.5,zCOSMOS,0,33,45.0,49.0,45.0
149.87782,2.582884,24.074,0.043,23.21,0.031,22.802,0.022,23.267,0.028,22.728,0.021,22.47,0.018000000000000002,22.31,0.022,22.00800000000001,0.056,0.154,0.14,0.17,mag25lim,149.877838,2.582864,0.1229,3.5,zCOSMOS,0,30,24.0,35.0,24.0
149.8779,2.578009,25.327,0.09,24.145,0.049,22.636,0.02,23.787,0.037000000000000005,21.864,0.014,20.673,0.01,20.133,0.01,18.732,0.01,0.693,0.68,0.7,mag25lim,149.8779169,2.577983028,0.6953,3.0,publicSpecZ,0,17,17.0,26.0,17.0
149.87796,1.800545,23.269,0.0274,22.2886,0.0195,21.9101,0.0139,22.3186,0.0169,21.8004,0.0132,21.5807,0.0118,21.411,0.0127,21.5153,0.2487,0.11,0.04,0.15,Cosmos2006,149.87797859999995,1.8005240930000002,0.1326,1.0,publicSpecZ,0,36,34.0,42.0,34.0
149.878,2.334761,25.278,0.084,24.691,0.066,24.16,0.044,24.852,0.065,23.812,0.036000000000000004,22.934,0.023,22.45,0.025,20.863000000000003,0.018000000000000002,0.857,0.85,0.87,mag25lim,149.878,2.33475,0.855,4.0,DEIMOS,0,20,19.0,21.0,19.0
149.87838,2.428752,23.2108,0.0267,22.932,0.0264,22.7869,0.0212,23.1269,0.0254,22.7439,0.0208,22.3315,0.017,22.0983,0.0195,21.4925,0.2529,1.02,0.96,1.06,Cosmos2006,149.8784133,2.428732706,1.052,4.0,publicSpecZ,0,17,15.0,21.0,15.0
149.87838,2.539875,25.1448,0.0806,23.4858,0.0345,22.372,0.0173,23.3754,0.0293,21.4822,0.0114,20.7651,0.008,20.2419,0.0067,19.0743,0.0267,0.41,0.39,0.47,Cosmos2006,149.878384,2.539870243,0.4941584,4.0,publicSpecZ,0,11,13.0,23.0,13.0
149.87846000000005,2.031985,26.3057,0.1657,24.6769,0.0633,23.6996,0.0342,24.4453,0.0502,22.9698,0.0231,21.9835,0.0143,21.3502,0.012,19.3395,0.0335,0.8,0.75,0.83,Cosmos2006,149.87846399999995,2.0319830000000003,0.6779999999999999,4.0,DEIMOS,0,33,30.0,46.0,30.0
149.8785,2.709262,25.603,0.118,24.961,0.077,23.884,0.038,24.93,0.071,23.122,0.026,21.942,0.014,21.119,0.011,19.709,0.01,0.911,0.9,0.92,mag25lim,149.8785085,2.7092457389999995,1.0575649,2.0,publicSpecZ,0,11,11.0,19.0,11.0
149.87856000000005,2.671207,26.0711,0.1305,25.3664,0.0853,24.7739,0.0559,25.4081,0.0804,24.5212,0.0485,24.1983,0.0438,23.7186,0.0471,22.4307,0.3667,0.4,0.19,0.48,Cosmos2006,149.87855,2.671212,0.955,2.0,publicSpecZ,0,13,19.0,9.0,19.0
149.8787,2.314761,24.79300000000001,0.062,24.207,0.051,24.209,0.046,24.366,0.049,24.031,0.04,23.582,0.033,23.181,0.041,21.67,0.034,1.607,1.53,1.64,mag25lim,149.8787379,2.314735046,1.5490000000000002,4.0,publicSpecZ,0,12,11.0,16.0,11.0
149.87871,1.932574,25.481,0.098,25.156,0.084,24.997,0.075,25.227,0.087,24.656,0.058,23.773000000000003,0.037000000000000005,23.217,0.043,21.979,0.043,0.935,0.92,0.97,mag25lim,149.87870800000005,1.932575,0.988,3.0,DEIMOS,0,17,19.0,25.0,19.0
149.87883,2.579556,24.2081,0.0432,23.7148,0.0379,23.5063,0.0295,23.874,0.0357,23.2424,0.026,22.8102,0.021,22.3286,0.0198,20.5314,0.0804,1.69,1.54,1.77,Cosmos2006,149.87882,2.579572,0.63114643,2.0,publicSpecZ,0,48,58.0,53.0,58.0
149.87885,2.283478,24.32,0.048,23.715,0.04,23.322,0.028,23.903,0.038,22.912,0.023,21.949,0.014,21.416,0.013,20.144,0.01,0.795,0.78,0.81,mag25lim,149.87887980000005,2.283470287,0.77508897,4.0,publicSpecZ,0,17,14.0,29.0,14.0
149.87899,2.114529,26.056,0.13699999999999998,25.035,0.078,25.274,0.084,26.154,0.16,25.259,0.081,24.86,0.068,24.354,0.093,22.19400000000001,0.049,1.429,1.4,1.56,mag25lim,149.878998,2.114531,1.953,1.0,DEIMOS,0,9,32.0,12.0,32.0
149.87922,2.589878,24.8374,0.066,24.4522,0.0558,24.2534,0.045,24.6202,0.056,23.847,0.0358,23.3,0.0278,22.9762,0.0339,21.8967,0.327,0.7,0.6,0.75,Cosmos2006,149.87923080000004,2.589866305,0.701,4.0,publicSpecZ,0,16,17.0,25.0,17.0
149.87933999999996,1.912544,23.702,0.035,23.152,0.031,22.415,0.018000000000000002,23.076,0.026,22.159,0.016,21.877,0.014,21.571,0.015,20.958,0.017,0.35100000000000003,0.34,0.36,mag25lim,149.87936630000004,1.912509541,0.3504,4.0,publicSpecZ,0,13,16.0,18.0,16.0
149.87946000000005,2.142567,23.684,0.034,23.486,0.036000000000000004,23.303,0.028,23.644,0.034,23.26,0.027000000000000003,22.722,0.021,22.409,0.022,21.853,0.036000000000000004,0.984,0.97,1.0,mag25lim,149.87947869999996,2.142541788,0.9755,3.0,publicSpecZ,0,14,15.0,19.0,15.0
149.87953000000005,2.041546,23.23,0.027000000000000003,22.017,0.018000000000000002,21.044,0.01,21.978,0.015,20.451,0.01,19.942,0.01,19.515,0.01,18.46,0.01,0.354,0.34,0.36,mag25lim,149.879557,2.041543983,0.34781894,4.0,publicSpecZ,0,17,15.0,28.0,15.0
149.87975,1.895754,24.482,0.054000000000000006,24.20300000000001,0.052000000000000005,24.082,0.044,24.421,0.053,23.901,0.039,23.396,0.03,22.784,0.034,21.732,0.034,1.193,1.16,1.21,mag25lim,149.8797738,1.895721096,1.1707,4.0,publicSpecZ,0,19,21.0,23.0,21.0
149.87988,2.141157,24.548,0.054000000000000006,24.024,0.046,24.114,0.043,24.346,0.051,23.952,0.039,23.544,0.032,23.202,0.038,21.77,0.033,1.491,1.46,1.6,mag25lim,149.8798958,2.141129995,1.5396,4.0,publicSpecZ,0,40,33.0,35.0,33.0
149.88018,2.173037,26.125,0.145,25.135,0.08199999999999999,23.673,0.034,24.784,0.062,22.952,0.023,21.704,0.013,21.138,0.011,19.809,0.01,0.746,0.73,0.76,mag25lim,149.880203,2.173012,0.7491,4.5,zCOSMOS,0,13,16.0,21.0,16.0
149.88029,1.933984,23.696,0.035,22.936,0.028,22.176,0.016,22.937,0.024,21.708,0.013,21.207,0.01,20.835,0.01,19.705,0.01,0.419,0.41,0.43,mag25lim,149.8803197,1.933951057,0.42015454,4.0,publicSpecZ,0,28,29.0,35.0,29.0
149.88038,1.803475,23.4419,0.03,23.0365,0.0279,22.7421,0.0208,23.1919,0.026,22.3258,0.017,22.0613,0.0149,21.9106,0.0175,21.345,0.214,0.54,0.46,0.57,Cosmos2006,149.880396,1.803449774,0.4965,3.0,publicSpecZ,0,23,21.0,30.0,19.0
149.88045,2.223159,23.7046,0.0342,23.3811,0.0326,23.2889,0.0269,23.5827,0.0312,23.1712,0.0254,22.5377,0.0186,22.2188,0.0196,21.6007,0.2406,0.98,0.82,1.02,Cosmos2006,149.8804822,2.223134285,0.8782360999999999,3.0,publicSpecZ,0,36,37.0,33.0,37.0
149.88047,2.220023,24.427,0.051,23.971,0.045,23.663,0.034,24.161,0.044,23.247,0.027000000000000003,22.838,0.022,22.65,0.026,22.023000000000003,0.047,0.5579999999999999,0.55,0.57,mag25lim,149.88048669999995,2.220002994,0.57251084,3.0,publicSpecZ,0,36,25.0,39.0,25.0
149.8805,2.044734,23.2538,0.0268,22.6115,0.0226,21.9766,0.0143,22.5965,0.0192,21.7707,0.013,21.4722,0.0111,21.1195,0.0104,20.7458,0.1196,0.3,0.26,0.35,Cosmos2006,149.88052549999995,2.044729118,0.31359965,2.0,publicSpecZ,0,28,26.0,31.0,26.0
149.88079,1.688494,24.7759,0.076,24.1988,0.0494,24.3863,0.0504,24.5328,0.0552,24.2533,0.0465,24.0122,0.0457,23.6249,0.0551,22.4705,0.6257,1.5,1.45,1.77,Cosmos2006,149.880783,1.688494,1.71,4.0,DEIMOS,0,11,11.0,20.0,11.0
149.88088,2.564653,23.683000000000003,0.035,23.425,0.035,22.951,0.024,23.478,0.031,22.878,0.023,22.86,0.022,22.659,0.028,22.55,0.085,0.366,0.35,0.38,mag25lim,149.8808878,2.564618635,0.36937562,4.0,publicSpecZ,0,24,34.0,43.0,34.0
149.88111,2.340346,23.6631,0.0333,23.2097,0.0301,22.7396,0.0206,23.3274,0.0276,22.4776,0.0183,22.2267,0.0161,21.9922,0.0181,21.6656,0.3124,0.44,0.35,0.48,Cosmos2006,149.88114199999995,2.340316474,0.40237617,4.0,publicSpecZ,0,40,40.0,48.0,40.0
149.88126,2.459089,24.754,0.065,23.278,0.032,22.227,0.017,23.217,0.028,21.614,0.012,21.051,0.01,20.712,0.01,19.718,0.01,0.342,0.33,0.35,mag25lim,149.881287,2.459078,0.3572,3.5,zCOSMOS,0,12,14.0,22.0,14.0
149.88135,2.554605,24.446,0.053,23.91,0.044,23.471,0.031,24.089,0.043,23.095,0.025,22.762,0.021,22.504,0.025,21.938,0.048,0.486,0.44,0.5,mag25lim,149.8813781,2.554577332,0.4538865,3.0,publicSpecZ,0,18,19.0,23.0,19.0
149.88136,1.885252,25.898000000000003,0.133,24.692,0.067,23.682,0.035,24.395,0.052000000000000005,22.785,0.022,21.91800000000001,0.014,21.395,0.013,19.744,0.01,0.531,0.52,0.55,mag25lim,149.8813757,1.885221087,0.531,3.0,publicSpecZ,0,21,22.0,28.0,22.0
149.88151000000005,2.766672,24.291,0.055,23.868,0.043,23.711,0.035,24.065,0.042,23.411,0.029,22.842,0.023,22.526,0.027000000000000003,22.066,0.057,0.737,0.73,0.75,mag25lim,149.88151299999996,2.7666575360000003,0.72973764,2.0,publicSpecZ,0,19,17.0,26.0,22.0
149.88164,2.573796,25.179,0.083,24.874,0.07200000000000001,24.333,0.049,24.921,0.068,23.873,0.037000000000000005,23.045,0.025,22.616,0.027000000000000003,21.695,0.041,0.7120000000000001,0.7,0.73,mag25lim,149.88164,2.573796,0.68423456,2.0,publicSpecZ,0,19,22.0,23.0,22.0
149.88195,2.574501,25.802,0.125,24.629,0.063,23.087,0.025,24.231,0.046,22.34800000000001,0.018000000000000002,21.178,0.01,20.657,0.01,19.326,0.01,0.693,0.68,0.7,mag25lim,149.8819572,2.574450636,0.6973,2.0,publicSpecZ,0,17,21.0,28.0,21.0
149.88213000000005,1.880941,25.696,0.115,24.734,0.069,24.44,0.054000000000000006,24.797,0.067,24.4,0.051,24.222,0.049,23.784,0.07,21.932,0.04,2.273,2.21,2.36,mag25lim,149.882147,1.880888981,0.13467953,2.0,publicSpecZ,0,34,28.0,33.0,28.0
149.88218999999995,1.85182,24.087,0.043,23.747,0.041,23.624,0.034,23.924,0.04,23.296,0.028,22.714,0.021,22.386,0.024,21.691,0.033,0.7490000000000001,0.73,0.76,mag25lim,149.882211,1.851797438,0.7722,9.0,publicSpecZ,0,35,37.0,33.0,37.0
149.88223,2.767304,24.097,0.048,23.866,0.043,23.969,0.04,24.151,0.044,23.782,0.036000000000000004,23.404,0.031,23.118,0.041,23.217,0.166,0.742,0.73,0.76,mag25lim,149.8822472,2.767259365,0.73786193,4.0,publicSpecZ,0,20,26.0,29.0,26.0
149.88234,1.791249,24.189,0.046,23.873,0.044,23.609,0.033,24.009,0.042,23.357,0.029,22.628,0.02,22.108,0.02,21.105,0.019,0.974,0.96,1.02,mag25lim,149.882347,1.7912437819999998,0.9686,9.0,publicSpecZ,0,43,37.0,54.0,38.0
149.88235,2.122542,26.042,0.135,25.036,0.078,23.689,0.034,24.784,0.064,22.968000000000004,0.024,21.803,0.013,21.243,0.011,20.005,0.01,0.7859999999999999,0.78,0.8,mag25lim,149.8823645,2.122528479,0.30116972,2.0,publicSpecZ,0,14,15.0,24.0,15.0
149.8824,2.29062,24.639,0.056,24.326,0.054000000000000006,24.116,0.042,24.459,0.051,23.804,0.036000000000000004,23.366,0.029,22.903,0.032,22.077,0.046,0.741,0.73,0.75,mag25lim,149.88244369999995,2.29059475,1.1316541000000002,2.0,publicSpecZ,0,20,20.0,29.0,20.0
149.88253999999995,2.876901,24.815,0.079,24.48,0.059,24.422,0.052000000000000005,24.769,0.063,24.07,0.042,23.372,0.031,23.082,0.042,22.55,0.087,0.76,0.74,0.78,mag25lim,149.88253999999995,2.876901,0.748,4.0,DEIMOS,0,12,10.0,15.0,10.0
